key,databaseFilmTitle,FilmTitle,AlternateTitle,ARR_TitleArray,Year,Director,ARR_DirectorArray,Country,ARR_CountryArray,1952rank,1952votes,1962rank,1962votes,1972rank,1972votes,1982rank,1982votes,1992rank,1992votes,2002rank,2002votes,2012rank,2012votes,2022rank,2022votes
1246,Fists in the Pocket,Fists in the Pocket,I pugni in tasca,Fists in the Pocket; I pugni in tasca,1965,Marco Bellocchio,Marco Bellocchio,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1105,2
1247,Fitzcarraldo,Fitzcarraldo,,Fitzcarraldo,1982,Werner Herzog,Werner Herzog,West Germany,West Germany,,0,,0,,0,,0,,0,227,1,597,2,354,8
1248,Five Easy Pieces,Five Easy Pieces,,Five Easy Pieces,1970,Bob Rafelson,Bob Rafelson,United States,United States,,0,,0,155,1,,0,,0,,0,449,3,1652,1
1249,Five Graves to Cairo,Five Graves to Cairo,,Five Graves to Cairo,1943,Billy Wilder,Billy Wilder,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1250,Five Men in the Circus,Five Men in the Circus,Saakasu goningumi,Five Men in the Circus; Saakasu goningumi,1935,Mikio Naruse,Mikio Naruse,Japan,Japan,,0,,0,,0,,0,,0,,0,,0,1652,1
1251,Five Year Diary,Five Year Diary,,Five Year Diary,1981,Anne Charlotte Robertson,Anne Charlotte Robertson,United States,United States,,0,,0,,0,,0,,0,,0,,0,405,7
1252,Flame of My Love,Flame of My Love,Waga koi wa moenu,Flame of My Love; Waga koi wa moenu,1949,Kenji Mizoguchi,Kenji Mizoguchi,Japan,Japan,,0,,0,,0,,0,131,2,227,1,,0,,0
1253,Flaming Creatures,Flaming Creatures,,Flaming Creatures,1963,Jack Smith,Jack Smith,United States,United States,,0,,0,,0,,0,,0,227,1,449,3,553,5
1254,Flammes,Flammes,,Flammes,1978,Adolfo Arrieta,Adolfo Arrieta,France,France,,0,,0,,0,,0,,0,,0,,0,1105,2
1255,Flesh,Flesh,,Flesh,1968,Paul Morrissey,Paul Morrissey,United States,United States,,0,,0,155,1,,0,,0,,0,,0,,0
1256,Flesh for Frankenstein,Flesh for Frankenstein,Andy Warhol's Frankenstein,Flesh for Frankenstein; Andy Warhol's Frankenstein,1973,"Paul Morrissey, Antonio Margheriti",Paul Morrissey; Antonio Margheriti,"United States, Italy, France",United States; Italy; France,,0,,0,,0,,0,,0,,0,,0,1105,2
1257,Floating Clouds,Floating Clouds,Ukigumo,Floating Clouds; Ukigumo,1955,Mikio Naruse,Mikio Naruse,Japan,Japan,,0,,0,,0,,0,217,1,131,2,234,7,846,3
1258,Floating Life,Floating Life,,Floating Life,1996,Clara Law,Clara Law,Australia,Australia,,0,,0,,0,,0,,0,227,1,,0,,0
1259,Floating Weeds,Floating Weeds,Ukigusa,Floating Weeds; Ukigusa,1959,Yasujirô Ozu,Yasujirô Ozu,Japan,Japan,,0,,0,,0,,0,,0,,0,899,1,1105,2
1260,"Florentina Hubaldo, CTE","Florentina Hubaldo, CTE",,"Florentina Hubaldo, CTE",2012,Lav Diaz,Lav Diaz,Philippines,Philippines,,0,,0,,0,,0,,0,,0,,0,1652,1
1261,Flowers of Shanghai,Flowers of Shanghai,Hai shang hua,Flowers of Shanghai; Hai shang hua,1998,Hou Hsiao-hsien,Hou Hsiao-hsien,Taiwan,Taiwan,,0,,0,,0,,0,,0,,0,234,7,226,13
1262,Flowing,Flowing,Nagareru,Flowing; Nagareru,1956,Mikio Naruse,Mikio Naruse,Japan,Japan,,0,,0,,0,,0,,0,,0,899,1,1105,2
1263,Fly,Fly,,Fly,2019,Charlotte Mikkelborg,Charlotte Mikkelborg,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1264,Foghorn,Foghorn,Muteki,Foghorn; Muteki,1934,Minoru Murata,Minoru Murata,Japan,Japan,,0,,0,,0,,0,,0,,0,,0,1652,1
1265,Food,Food,Jídlo,Food; Jídlo,1992,Jan Švankmajer,Jan Švankmajer,Czechoslovakia,Czechoslovakia,,0,,0,,0,,0,,0,,0,899,1,,0
1266,Foolish Wives,Foolish Wives,,Foolish Wives,1922,Erich von Stroheim,Erich von Stroheim,United States,United States,83,1,,0,155,1,,0,131,2,,0,597,2,1652,1
1267,For a Few Dollars More,For a Few Dollars More,Per qualche dollaro in più,For a Few Dollars More; Per qualche dollaro in più,1965,Sergio Leone,Sergio Leone,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,846,3
1268,For Happiness,For Happiness,,For Happiness,1917,Yevgeni Bauer,Yevgeni Bauer,Russia,Russia,,0,,0,,0,,0,,0,,0,,0,1652,1
1269,For Memory,For Memory,,For Memory,1986,Marc Karlin,Marc Karlin,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
1270,For Sama,For Sama,,For Sama,2019,"Waad Al-Khateab, Edward Watts",Waad Al-Khateab; Edward Watts,"United Kingdom, United States",United Kingdom; United States,,0,,0,,0,,0,,0,,0,,0,1105,2
1271,For the Damaged Right Eye,For the Damaged Right Eye,Tsuburekakatta migime no tame ni,For the Damaged Right Eye; Tsuburekakatta migime no tame ni,1968,Toshio Matsumoto,Toshio Matsumoto,Japan,Japan,,0,,0,,0,,0,,0,,0,,0,1652,1
1272,Forbidden Games,Forbidden Games,Jeux interdits,Forbidden Games; Jeux interdits,1952,René Clément,René Clément,France,France,83,1,,0,155,1,217,1,,0,,0,,0,1105,2
1273,Forbidden Zone,Forbidden Zone,,Forbidden Zone,1980,Richard Elfman,Richard Elfman,United States,United States,,0,,0,,0,,0,,0,,0,899,1,,0
1274,Force Majeure,Force Majeure,Turist,Force Majeure; Turist,2014,Ruben Östlund,Ruben Östlund,"Sweden, France",Sweden; France,,0,,0,,0,,0,,0,,0,,0,1105,2
1275,Force of Evil,Force of Evil,,Force of Evil,1948,Abraham Polonsky,Abraham Polonsky,United States,United States,83,1,,0,,0,,0,,0,,0,,0,846,3
1276,Foreign Correspondent,Foreign Correspondent,,Foreign Correspondent,1940,Alfred Hitckcock,Alfred Hitckcock,United States,United States,,0,,0,,0,,0,,0,,0,899,1,,0
1277,Forest of Bliss,Forest of Bliss,,Forest of Bliss,1986,Robert Gardner,Robert Gardner,United States,United States,,0,,0,,0,,0,,0,,0,899,1,,0
1278,Forever Amber,Forever Amber,,Forever Amber,1947,"Otto Preminger, John M. Stahl",Otto Preminger; John M. Stahl,United States,United States,,0,,0,,0,,0,,0,227,1,,0,,0
1279,Forgotten Silver,Forgotten Silver,,Forgotten Silver,1995,"Costa Botes, Peter Jackson",Costa Botes; Peter Jackson,New Zealand,New Zealand,,0,,0,,0,,0,,0,,0,,0,1652,1
1280,Fort Apache,Fort Apache,,Fort Apache,1948,John Ford,John Ford,United States,United States,,0,,0,,0,217,1,,0,,0,449,3,1105,2
1281,Fort Tilden,Fort Tilden,,Fort Tilden,2014,"Sarah-Violet Bliss, Charles Rogers",Sarah-Violet Bliss; Charles Rogers,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1282,Fortini/Cani,Fortini/Cani,,Fortini/Cani,1976,"Danièle Huillet, Jean-Marie Straub",Danièle Huillet; Jean-Marie Straub,"Italy, France",Italy; France,,0,,0,,0,,0,,0,,0,899,1,1652,1
1283,"Forward, Soviet!","Forward, Soviet!","Shagay, Sovet!","Forward, Soviet!; Shagay, Sovet!",1926,Dziga Vertov,Dziga Vertov,Soviet Union,Soviet Union,,0,,0,155,1,,0,,0,,0,,0,,0
1284,Four Adventures of Reinette and Mirabelle,Four Adventures of Reinette and Mirabelle,4 aventures de Reinette et Mirabelle,Four Adventures of Reinette and Mirabelle; 4 aventures de Reinette et Mirabelle,1987,Éric Rohmer,Éric Rohmer,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
1285,Four Friends,Four Friends,,Four Friends,1981,Arthur Penn,Arthur Penn,United States,United States,,0,,0,,0,217,1,,0,,0,899,1,1652,1
1286,Four Horsemen of the Apocalypse,Four Horsemen of the Apocalypse,,Four Horsemen of the Apocalypse,1921,Rex Ingram,Rex Ingram,United States,United States,83,1,,0,,0,,0,,0,,0,,0,,0
1287,Four Nights of a Dreamer,Four Nights of a Dreamer,Quatre nuits d'un rêveur,Four Nights of a Dreamer; Quatre nuits d'un rêveur,1971,Robert Bresson,Robert Bresson,France,France,,0,,0,,0,,0,,0,,0,899,1,668,4
1288,Four Seasons of Children,Four Seasons of Children,Kodomo no shiki,Four Seasons of Children; Kodomo no shiki,1939,Hiroshi Shimizu,Hiroshi Shimizu,Japan,Japan,,0,,0,,0,,0,,0,,0,899,1,,0
1289,Fox and His Friends,Fox and His Friends,Faustrecht der Freiheit,Fox and His Friends; Faustrecht der Freiheit,1975,Rainer Werner Fassbinder,Rainer Werner Fassbinder,West Germany,West Germany,,0,,0,,0,,0,,0,,0,,0,553,5
1290,Fragile as the World,Fragile as the World,Frágil Como o Mundo,Fragile as the World; Frágil Como o Mundo,2001,Rita Azevedo Gomes,Rita Azevedo Gomes,Portugal,Portugal,,0,,0,,0,,0,,0,,0,,0,1105,2
1291,Fragment of an Empire,Fragment of an Empire,Oblomok imperii,Fragment of an Empire; Oblomok imperii,1929,Fridrikh Ermler,Fridrikh Ermler,Soviet Union,Soviet Union,83,1,,0,,0,,0,,0,,0,,0,668,4
1292,"France, Here We Are!!!","France, Here We Are!!!","Frankreich, Wir Kommen!!!","France, Here We Are!!!; Frankreich, Wir Kommen!!!",1999,Michael Glawogger,Michael Glawogger,Austria,Austria,,0,,0,,0,,0,,0,,0,,0,1652,1
1293,Frances Ha,Frances Ha,,Frances Ha,2012,Noah Baumbach,Noah Baumbach,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1294,Francisca,Francisca,,Francisca,1981,Manoel de Oliveira,Manoel de Oliveira,Portugal,Portugal,,0,,0,,0,,0,,0,227,1,,0,846,3
1295,Frank Film,Frank Film,,Frank Film,1973,"Caroline Mouris, Frank Mouris",Caroline Mouris; Frank Mouris,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1296,Frankenstein,Frankenstein,,Frankenstein,1931,James Whale,James Whale,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
1297,Frankenstein Unbound,Frankenstein Unbound,Roger Corman's Frankenstein Unbound,Frankenstein Unbound; Roger Corman's Frankenstein Unbound,1990,Roger Corman,Roger Corman,United States,United States,,0,,0,,0,,0,,0,,0,899,1,,0
1298,Frantz,Frantz,,Frantz,2016,François Ozon,François Ozon,"France, Germany",France; Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
1299,Freak Orlando,Freak Orlando,,Freak Orlando,1981,Ulrike Ottinger,Ulrike Ottinger,West Germany,West Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
1300,Freaks,Freaks,,Freaks,1932,Tod Browning,Tod Browning,United States,United States,,0,77,1,,0,,0,217,1,,0,449,3,668,4
1301,Free Radicals,Free Radicals,,Free Radicals,1958,Len Lye,Len Lye,"United States, New Zealand",United States; New Zealand,,0,,0,,0,,0,,0,,0,597,2,846,3
1302,Freedom Song,Freedom Song,,Freedom Song,2000,Phil Alden Robinson,Phil Alden Robinson,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1303,French Cancan,French Cancan,,French Cancan,1955,Jean Renoir,Jean Renoir,France,France,,0,,0,155,1,217,1,,0,227,1,282,6,553,5
1304,Frenzy,Frenzy,,Frenzy,1972,Alfred Hitckcock,Alfred Hitckcock,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1105,2
1305,Frida,Frida,,Frida,2002,Julie Taymor,Julie Taymor,United States,United States,,0,,0,,0,,0,,0,,0,899,1,,0
1306,Friedemann Bach,Friedemann Bach,,Friedemann Bach,1941,"Traugott Müller, Gustaf Gründgens",Traugott Müller; Gustaf Gründgens,Germany,Germany,,0,,0,,0,,0,217,1,,0,,0,,0
1307,Friendly Persuasion,Friendly Persuasion,,Friendly Persuasion,1956,William Wyler,William Wyler,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1308,Friendship's Death,Friendship's Death,,Friendship's Death,1987,Peter Wollen,Peter Wollen,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
1309,From Here to Eternity,From Here to Eternity,,From Here to Eternity,1953,Fred Zinnemann,Fred Zinnemann,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1310,From Russia with Love,From Russia with Love,,From Russia with Love,1963,Terence Young,Terence Young,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
1311,From Saturday to Sunday,From Saturday to Sunday,Ze soboty na nedeli,From Saturday to Sunday; Ze soboty na nedeli,1931,Gustav Machatý,Gustav Machatý,"Austria, Czechoslovakia",Austria; Czechoslovakia,,0,,0,,0,,0,,0,227,1,899,1,1105,2
1312,From the Clouds to the Resistance,From the Clouds to the Resistance,Dalla nube alla resistenza,From the Clouds to the Resistance; Dalla nube alla resistenza,1979,"Danièle Huillet, Jean-Marie Straub",Danièle Huillet; Jean-Marie Straub,Italy,Italy,,0,,0,,0,217,1,,0,,0,323,5,668,4
1313,From the East,From the East,D'est,From the East; D'est,1993,Chantal Akerman,Chantal Akerman,Belgium,Belgium,,0,,0,,0,,0,,0,,0,597,2,292,10
1314,From the Notebook of...,From the Notebook of...,,From the Notebook of...,1971,Robert Beavers,Robert Beavers,"United States, Italy",United States; Italy,,0,,0,,0,,0,,0,,0,597,2,1652,1
1315,From the Other Side,From the Other Side,De l'autre côté,From the Other Side; De l'autre côté,2002,Chantal Akerman,Chantal Akerman,"Belgium, Australia",Belgium; Australia,,0,,0,,0,,0,,0,,0,,0,1652,1
1316,From the Pole to the Equator,From the Pole to the Equator,Dal polo all'equatore,From the Pole to the Equator; Dal polo all'equatore,1987,"Yervant Gianikian, Angela Ricci Lucchi",Yervant Gianikian; Angela Ricci Lucchi,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1105,2
1317,From Today Until Tomorrow,From Today Until Tomorrow,Von heute auf morgen,From Today Until Tomorrow; Von heute auf morgen,1997,"Danièle Huillet, Jean-Marie Straub",Danièle Huillet; Jean-Marie Straub,"France, Germany",France; Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
1318,Frozen,Frozen,,Frozen,2013,"Chris Buck, Jennifer Lee",Chris Buck; Jennifer Lee,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1319,Frozen II,Frozen II,,Frozen II,2019,"Chris Buck, Jennifer Lee",Chris Buck; Jennifer Lee,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1320,Fruit of Paradise,Fruit of Paradise,Ovoce stromů rajských jíme,Fruit of Paradise; Ovoce stromů rajských jíme,1970,Věra Chytilová,Věra Chytilová,Czechoslovakia,Czechoslovakia,,0,,0,,0,,0,,0,,0,,0,846,3
1321,Fruitvale Station,Fruitvale Station,Fruitvale,Fruitvale Station; Fruitvale,2013,Ryan Coogler,Ryan Coogler,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
1322,Full Metal Jacket,Full Metal Jacket,,Full Metal Jacket,1987,Stanley Kubrick,Stanley Kubrick,"United Kingdom, United States",United Kingdom; United States,,0,,0,,0,,0,131,2,,0,,0,1652,1
1323,Full Moon in Paris,Full Moon in Paris,Les Nuits de la pleine lune,Full Moon in Paris; Les Nuits de la pleine lune,1984,Éric Rohmer,Éric Rohmer,France,France,,0,,0,,0,,0,,0,,0,597,2,668,4
1324,Funeral Parade of Roses,Funeral Parade of Roses,Bara no Sōretsu,Funeral Parade of Roses; Bara no Sōretsu,1969,Toshio Matsumoto,Toshio Matsumoto,Japan,Japan,,0,,0,,0,,0,,0,,0,899,1,265,11
1325,Funny Face,Funny Face,,Funny Face,1957,Stanley Donen,Stanley Donen,United States,United States,,0,,0,155,1,217,1,,0,,0,,0,1652,1
1326,Funny Games,Funny Games,,Funny Games,1997,Michael Haneke,Michael Haneke,Austria,Austria,,0,,0,,0,,0,,0,,0,899,1,1105,2
1327,Funny Girl,Funny Girl,,Funny Girl,1968,William Wyler,William Wyler,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1328,Further Beyond,Further Beyond,,Further Beyond,2016,"Christine Molloy, Joe Lawlor",Christine Molloy; Joe Lawlor,Ireland,Ireland,,0,,0,,0,,0,,0,,0,,0,1652,1
1329,Fuses,Fuses,,Fuses,1967,Carolee Schneemann,Carolee Schneemann,United States,United States,,0,,0,,0,,0,,0,,0,899,1,405,7
1330,Gabbeh,Gabbeh,,Gabbeh,1996,Mohsen Makhmalbaf,Mohsen Makhmalbaf,Iran,Iran,,0,,0,,0,,0,,0,,0,597,2,1105,2
1331,Gallivant,Gallivant,,Gallivant,1997,Andrew Kötting,Andrew Kötting,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,899,1,1105,2
1332,Game of Thrones,Game of Thrones,,Game of Thrones,2011-2019,"David Benioff, D. B. Weiss",David Benioff; D. B. Weiss,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1333,Gammelion,Gammelion,,Gammelion,1967,Gregory J. Markopoulos,Gregory J. Markopoulos,United States,United States,,0,,0,,0,,0,,0,,0,899,1,1652,1
1334,Gandhi,Gandhi,,Gandhi,1982,Richard Attenborough,Richard Attenborough,United Kingdom,United Kingdom,,0,,0,,0,,0,217,1,,0,899,1,,0
1335,Gangs of New York,Gangs of New York,,Gangs of New York,2002,Martin Scorsese,Martin Scorsese,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1336,Gangs of Wasseypur,Gangs of Wasseypur,,Gangs of Wasseypur,2012,Anurag Kashyap,Anurag Kashyap,India,India,,0,,0,,0,,0,,0,,0,,0,553,5
1337,Ganja & Hess,Ganja & Hess,,Ganja & Hess,1973,Bill Gunn,Bill Gunn,United States,United States,,0,,0,,0,,0,,0,,0,,0,462,6
1338,Garden Pieces,Garden Pieces,,Garden Pieces,1998,Margaret Tait,Margaret Tait,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
1339,"Gas, Food Lodging","Gas, Food Lodging",Gas Food Lodging,"Gas, Food Lodging; Gas Food Lodging",1992,Allison Anders,Allison Anders,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1340,Gaslight,Gaslight,,Gaslight,1944,George Cukor,George Cukor,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1341,Gasman,Gasman,,Gasman,1998,Lynne Ramsay,Lynne Ramsay,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
1342,Gate of Flesh,Gate of Flesh,Nikutai no Mon,Gate of Flesh; Nikutai no Mon,1964,Seijun Suzuki,Seijun Suzuki,Japan,Japan,,0,,0,,0,,0,,0,,0,899,1,,0
1343,Gattaca,Gattaca,,Gattaca,1997,Andrew Niccol,Andrew Niccol,United States,United States,,0,,0,,0,,0,,0,,0,899,1,,0
1344,Gebet für die Linke,Gebet für die Linke,,Gebet für die Linke,1974,"Walter Marti, Reni Mertens",Walter Marti; Reni Mertens,Switzerland,Switzerland,,0,,0,,0,,0,,0,,0,899,1,,0
1345,Gebo and the Shadow,Gebo and the Shadow,O Gebo e a sombra,Gebo and the Shadow; O Gebo e a sombra,2012,Manoel de Oliveira,Manoel de Oliveira,"Portugal, France",Portugal; France,,0,,0,,0,,0,,0,,0,,0,1652,1
1346,Gedächtnis,Gedächtnis,Gedächtnis: Ein Film für Curt Bois und Bernhard Minetti,Gedächtnis; Gedächtnis: Ein Film für Curt Bois und Bernhard Minetti,1982,"Bruno Ganz, Otto Sander",Bruno Ganz; Otto Sander,West Germany,West Germany,,0,,0,,0,,0,,0,,0,,0,1652,1
1347,Geethanjali,Geethanjali,,Geethanjali,1989,Mani Ratnam,Mani Ratnam,India,India,,0,,0,,0,,0,,0,,0,,0,1652,1
1348,Gentleman Jim,Gentleman Jim,,Gentleman Jim,1942,Raoul Walsh,Raoul Walsh,United States,United States,,0,,0,,0,,0,,0,227,1,,0,,0
1349,Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,,Gentlemen Prefer Blondes,1953,Howard Hawks,Howard Hawks,United States,United States,,0,,0,,0,,0,93,3,227,1,,0,265,11
1350,Gently Down the Stream,Gently Down the Stream,,Gently Down the Stream,1981,Su Friedrich,Su Friedrich,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1351,German Concentration Camps Factual Survey,German Concentration Camps Factual Survey,,German Concentration Camps Factual Survey,2014,"Sidney Bernstein, Alfred Hitchcock",Sidney Bernstein; Alfred Hitchcock,United Kingdom,United Kingdom,,0,,0,,0,,0,,0,,0,,0,1652,1
1352,Germany in Autumn,Germany in Autumn,Deutschland im Herbst,Germany in Autumn; Deutschland im Herbst,1978,"Rainer Werner Fassbinder, Alexander Kluge, Edgar Reitz, Bernhard Sinkel, Alf Brustellin, Hans Peter Cloos, Katja Rupé, Peter Schubert, Volker Schlöndorff",Rainer Werner Fassbinder; Alexander Kluge; Edgar Reitz; Bernhard Sinkel; Alf Brustellin; Hans Peter Cloos; Katja Rupé; Peter Schubert; Volker Schlöndorff,West Germany,West Germany,,0,,0,,0,,0,,0,,0,597,2,1652,1
1353,Germany Pale Mother,Germany Pale Mother,Deutschland bleiche Mutter,Germany Pale Mother; Deutschland bleiche Mutter,1980,Helma Sanders-Brahms,Helma Sanders-Brahms,West Germany,West Germany,,0,,0,,0,,0,217,1,227,1,899,1,1652,1
1354,Germany Year 90 Nine Zero,Germany Year 90 Nine Zero,Allemagne année 90 neuf zéro,Germany Year 90 Nine Zero; Allemagne année 90 neuf zéro,1991,Jean-Luc Godard,Jean-Luc Godard,France,France,,0,,0,,0,,0,,0,,0,899,1,,0
1355,Germany Year Zero,Germany Year Zero,Deutschland im Jahre Null,Germany Year Zero; Deutschland im Jahre Null,1948,Roberto Rossellini,Roberto Rossellini,"Italy, Germany",Italy; Germany,,0,77,1,,0,130,2,62,4,,0,201,8,405,7
1356,Germinal,Germinal,,Germinal,1913,Albert Capellani,Albert Capellani,France,France,,0,,0,,0,,0,,0,,0,,0,1652,1
1357,Gertrud,Gertrud,,Gertrud,1964,Carl Theodor Dreyer,Carl Theodor Dreyer,Denmark,Denmark,,0,,0,25,5,56,4,31,6,89,3,43,31,136,21
1358,Get Carter,Get Carter,,Get Carter,1971,Mike Hodges,Mike Hodges,United Kingdom,United Kingdom,,0,,0,,0,,0,217,1,,0,899,1,1652,1
1359,Get Out,Get Out,,Get Out,2017,Jordan Peele,Jordan Peele,United States,United States,,0,,0,,0,,0,,0,,0,,0,95,31
1360,Getting to Know the Big Wide World,Getting to Know the Big Wide World,Poznavaya belyi svet,Getting to Know the Big Wide World; Poznavaya belyi svet,1979,Kira Muratova,Kira Muratova,Soviet Union,Soviet Union,,0,,0,,0,,0,,0,,0,,0,846,3
1361,Ghandi,Ghandi,,Ghandi,1982,Richard Attenborough,Richard Attenborough,"India, United Kingdom",India; United Kingdom,,0,,0,,0,,0,217,1,,0,,0,,0
1362,Ghost in the Shell,Ghost in the Shell,Kôkaku kidôtai,Ghost in the Shell; Kôkaku kidôtai,1995,Mamoru Oshii,Mamoru Oshii,"Japan, United Kingdom",Japan; United Kingdom,,0,,0,,0,,0,,0,,0,,0,1105,2
1363,Ghost World,Ghost World,,Ghost World,2001,Terry Zwigoff,Terry Zwigoff,United States,United States,,0,,0,,0,,0,,0,,0,,0,1105,2
1364,Giant,Giant,,Giant,1956,George Stevens,George Stevens,United States,United States,,0,,0,,0,,0,,0,,0,,0,1652,1
1365,Giants and Toys,Giants and Toys,Kyojin to gangu,Giants and Toys; Kyojin to gangu,1958,Yasuzō Masumura,Yasuzō Masumura,Japan,Japan,,0,,0,,0,,0,,0,,0,899,1,1652,1
1366,Gilda,Gilda,,Gilda,1946,Charles Vidor,Charles Vidor,United States,United States,,0,,0,,0,217,1,,0,,0,899,1,1652,1
1367,Gimme Shelter,Gimme Shelter,,Gimme Shelter,1970,"Albert Maysles, David Maysles, Charlotte Zwerin",Albert Maysles; David Maysles; Charlotte Zwerin,United States,United States,,0,,0,,0,,0,,0,,0,379,4,1652,1
1368,Ginger Snaps,Ginger Snaps,,Ginger Snaps,2000,John Fawcett,John Fawcett,Canada,Canada,,0,,0,,0,,0,,0,,0,,0,1652,1
1369,Girl on the Bridge,Girl on the Bridge,La fille sur le pont,Girl on the Bridge; La fille sur le pont,1999,Patrice Leconte,Patrice Leconte,France,France,,0,,0,,0,,0,,0,,0,899,1,,0
1370,Girl with a Suitcase,Girl with a Suitcase,La ragazza con la valigia,Girl with a Suitcase; La ragazza con la valigia,1961,Valerio Zurlini,Valerio Zurlini,Italy,Italy,,0,,0,,0,,0,,0,,0,,0,1652,1
1371,Girlfriends,Girlfriends,,Girlfriends,1978,Claudia Weill,Claudia Weill,United States,United States,,0,,0,,0,,0,,0,,0,,0,405,7
1372,Girlhood,Girlhood,Bande de filles,Girlhood; Bande de filles,2014,Céline Sciamma,Céline Sciamma,France,France,,0,,0,,0,,0,,0,,0,,0,462,6
1373,Girls of the Night,Girls of the Night,Onna bakari no yoru,Girls of the Night; Onna bakari no yoru,1961,Kinuyo Tanaka,Kinuyo Tanaka,Japan,Japan,,0,,0,,0,,0,,0,,0,,0,1652,1
